Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Ubiquitin-Dependent Protein Catabolic Process (GO:0006511),54/367,2.5061639368045704e-13,8.332995089875197e-10,0,0,3.537402587404512,102.63721585204202,USP33;ARRB2;CCAR1;HERC4;PSMD6;UBXN7;ARIH1;ELOC;FBXO7;RC3H1;UBE4A;UBE4B;RAD23A;RC3H2;PJA2;DDB1;RNF168;PSMA6;TBL1XR1;RBCK1;PSMD12;WDR26;PSMD11;CUL3;UBR4;NEDD8;CBL;RNF4;RNF213;HECTD1;RNF216;PSMB2;PCBP2;PSMB1;SPOP;RBBP6;NAE1;MARCHF6;SMURF2;CSNK1A1;USP9X;UBE2G1;WWP2;CUL4A;ITCH;PSMC5;RNF149;PSMC1;PSMC2;TTC3;RLIM;MDM2;CTNNB1;UBA1
GO_Biological_Process_2023,Proteasomal Protein Catabolic Process (GO:0010498),37/220,3.0062476645706827e-11,3.3993344826301104e-08,0,0,4.098066866443387,99.28691225051443,PSMD12;WDR26;PSMD11;CUL3;SEL1L;ARRB2;RNF4;PSMD6;HECTD1;RNF216;PSMB2;PCBP2;PSMB1;SPOP;UBXN7;FBXO7;MARCHF6;SMURF2;CSNK1A1;DNAJB12;UBE2G1;WWP2;UBE4B;RAD23A;PJA2;DDB1;CUL4A;PSMA6;ITCH;PSMC5;TBL1XR1;PSMC1;PSME4;PSMC2;MDM2;CTNNB1;RBCK1
GO_Biological_Process_2023,Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process (GO:0043161),46/319,3.0670687061324306e-11,3.3993344826301104e-08,0,0,3.4321668197889696,83.08491186872882,RNF10;PSMD12;WDR26;PSMD11;ANAPC16;CUL5;CUL3;SEL1L;UBR1;ARRB2;RNF4;UBE2J1;PSMD6;HECTD1;RNF216;PSMB2;PCBP2;PSMB1;SPOP;UBQLN1;UBXN7;ASCC2;SEC61B;ASCC3;FBXO7;MARCHF6;SMURF2;CSNK1A1;UBE4A;UBE2G1;WWP2;UBE4B;RAD23A;PJA2;DDB1;CUL4A;PSMA6;ITCH;PSMC5;TBL1XR1;PSMC1;PSMC2;MDM2;CTNNB1;RBCK1;STT3B
GO_Biological_Process_2023,mRNA Processing (GO:0006397),36/214,5.518096271337271e-11,4.586917525549106e-08,0,0,4.095994400125514,96.74903882839897,TCERG1;DHX8;RNMT;CELF1;RBM4B;U2AF1;CASC3;PRPF8;EFTUD2;RBM4;SNRNP70;RALY;CMTR1;RBM5;SF3A1;CPSF7;RBM14;HNRNPA3;NCBP1;SCAF11;RBM19;CDC5L;RPRD2;CDC40;SRRM1;SMU1;KIN;SFPQ;PRPF6;SON;DDX39B;SYF2;SNRPG;SNRPA1;SNRPF;SNRNP200
GO_Biological_Process_2023,Regulation Of DNA-templated Transcription (GO:0006355),154/1922,1.541060094985321e-10,1.0248049631652389e-07,0,0,1.849756223806582,41.79224596912624,ATF2;CCNK;CCNT2;KDM1A;TRRAP;ZNF292;EHMT1;JMJD1C;ARID4A;ARID4B;IKZF1;RBPJ;NR3C1;YY1;TIAL1;ZMIZ1;EPC1;EP300;KAT7;CCNL2;ARID2;CDK5RAP2;MED1;MEF2C;KDM2A;DYRK1A;PIAS1;HCFC1;PRKAR1A;TBL1XR1;KAT6A;PRKCQ;PHIP;ADNP;TOX;ATF4;KHDRBS1;KMT2D;ENY2;NOTCH1;SRCAP;MAX;CTBP1;TCF7;BAZ2A;PSEN1;SBNO1;MIER1;EP400;RREB1;SMAD2;JUN;JUND;CBX5;SMURF2;BCL11A;HMGA1;NFATC3;FOXN3;SMARCA4;HNRNPL;MLLT10;GON4L;CNOT2;MDM2;REL;MMS19;TCF3;RCOR3;BRWD1;KDM5A;RNF10;CALCOCO1;KDM5C;CHD8;MIDEAS;RSF1;YBX1;CHD1;MECP2;MED12;MED13;ZMYM2;YWHAQ;SPIN1;ZNF644;ELOC;USP47;PBRM1;KLF13;PRMT2;RHOG;ARNT;VEZF1;EDF1;BAZ1A;FOS;ASH1L;ARID1A;CBFA2T3;ARID1B;ETV6;MLF2;DNM2;MED23;TOX4;NCOR2;SFPQ;ZEB1;SLTM;WAC;LCOR;TERF2IP;VGLL4;NFAT5;USP16;ATF6B;SATB1;WBP2;ZNF518A;RNF4;PPM1F;PPP2CA;BCLAF1;BTAF1;POLR2A;CUX1;ZNF506;ASCC2;BRD4;ZNF460;KDM4C;CNBP;CDC5L;WWP2;HNRNPAB;CDK11B;YY1AP1;TARBP1;HIPK2;PER1;KLF7;PSMC5;REST;TNIP1;KANSL1;KANSL3;RLIM;TAF7;FOSB;CTNNB1;QRICH1;TAF2;LIMS1
GO_Biological_Process_2023,Regulation Of Gene Expression (GO:0010468),102/1127,5.512845952924438e-10,2.935041115725701e-07,0,0,2.071694346538841,44.165975145848414,ATF2;TRRAP;JMJD1C;RBPJ;NR3C1;YY1;UXT;CPNE1;DIP2A;VPS35;KAT7;CCNL2;MED1;MEF2C;RC3H1;ADAM10;HCFC1;PRKAR1A;HGS;KAT6A;MYADM;PRKCQ;ADNP;EZR;ATF4;NOTCH2;KMT2D;DNMT1;ENY2;NOTCH1;SRCAP;TCF7;BAZ2A;PSEN1;MACROH2A1;SBNO1;MIER1;PCBP2;RREB1;LYN;HMGA1;BRAF;FOXN3;CLK3;PUM2;HNRNPL;SON;GON4L;MDM2;REL;TCF3;USP36;CALCOCO1;DDX3X;CELF1;RSF1;YBX1;AFF3;AFF4;VSIR;MECP2;RO60;SNRNP70;SPIN1;ANXA7;FLOT2;CD34;KDM6A;EDF1;BAZ1A;ASH1L;MLF2;DNM2;MED23;RNF168;SFPQ;TERF2IP;CD46;ROCK1;AIF1;PPM1F;TTN;PPP2CA;POLR2A;ZNF506;ASCC2;ZNF460;CNBP;WWP2;HNRNPAB;CDK11B;YY1AP1;WARS1;MTOR;PER1;REST;KANSL1;KANSL3;RLIM;KRAS;TARDBP;LIMS1
GO_Biological_Process_2023,post-Golgi Vesicle-Mediated Transport (GO:0006892),17/56,6.179033927843581e-10,2.935041115725701e-07,0,0,8.71519568151147,184.80301393998724,MON2;VPS13C;SEC16A;SNAP23;GBF1;SORL1;DNM2;SCAMP2;RAB10;GGA1;SCFD1;RABEP1;RAB14;EXOC4;VTI1A;EXOC6;EPS15
GO_Biological_Process_2023,Positive Regulation Of DNA-templated Transcription (GO:0045893),106/1243,6.59277778035912e-09,2.7401232649617597e-06,0,0,1.9377521178151849,36.50200065079135,ATF2;TCERG1;CCNK;CRTC2;CCNT2;KDM1A;TRRAP;CCNC;NUCKS1;RBPJ;NR3C1;YY1;ZMIZ1;NFATC2IP;EPC1;EP300;KAT7;CDK5RAP2;MED1;MEF2C;DYRK1A;MRTFA;HCFC1;PRPF6;DDX39B;TBL1XR1;KAT6A;PHIP;ATF4;KMT2D;ENY2;NOTCH1;MAX;KMT2C;PSEN1;EP400;RREB1;SMAD2;JUN;JUND;JUP;HMGA1;NFATC3;SUPT5H;SMARCA4;SETX;NFKBIA;MLLT10;MAVS;REL;MMS19;TCF3;CDK12;KDM5A;RNF10;CALCOCO1;DDX3X;CHD8;RSF1;YBX1;MED12;MED13;SPIN1;ACTR3;RBM14;ANXA2;PRMT2;RHOG;ARNT;VEZF1;EDF1;FOS;ARID1A;ARID1B;SREBF2;DNM2;SFPQ;WAC;NFAT5;TMF1;USP16;ATF6B;WBP2;DDX21;RNF4;ATAD2B;BCLAF1;MEF2D;BRD4;CNBP;CDC5L;HNRNPAB;MTOR;HIPK2;PER1;KLF7;PSMC5;REST;TNIP1;KANSL1;KANSL3;TCEA1;TAF7;CTNNB1;QRICH1;TAF2
GO_Biological_Process_2023,Protein Ubiquitination (GO:0016567),50/434,1.1880219902075386e-08,4.389081241600074e-06,0,0,2.648042757179208,48.322519651903896,RNF10;UBE3A;ARRB2;CCAR1;HERC4;HERC2;ELOC;ARIH1;FBXO7;WSB1;RC3H1;UBE4A;UBE4B;RC3H2;PJA2;DDB1;RNF168;NFX1;BIRC6;RBCK1;ANAPC16;CUL5;MGRN1;CUL3;RNF38;NEDD8;UBR1;CBL;RNF4;UBE2J1;RNF213;TNKS2;RNF138;SPOP;RBBP6;NAE1;MARCHF6;SMURF2;USP9X;HUWE1;WWP2;UBE2G1;KLHL24;CUL4A;ITCH;RLIM;MDM2;CTNNB1;UBA1;RNF220
GO_Biological_Process_2023,RNA Processing (GO:0006396),29/183,1.639091648520013e-08,5.449979731329043e-06,0,0,3.790124055049428,67.9438049003128,TCERG1;DHX8;CELF1;CELF2;U2AF1;PRPF8;RBM3;PPP2CA;RBM4;RBM5;SF3A1;NCBP1;SCAF11;SRRM1;HNRNPL;SETX;SMU1;KIN;SFPQ;PRPF6;SON;DDX39B;HNRNPUL1;SNRPG;SNRPA1;PPIG;SNRPF;CDK12;TARDBP
GO_Biological_Process_2023,Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944),84/938,3.3063886816401074e-08,9.994311242230324e-06,0,0,2.025026456008763,34.88072467049227,ATF2;RNF10;TCERG1;CCNK;CRTC2;CALCOCO1;CCNT2;DDX3X;KDM1A;CHD8;CCNC;NUCKS1;YBX1;RBPJ;NR3C1;MED15;MED12;YY1;MED13;ZMIZ1;NFATC2IP;EPC1;EP300;ACTR3;MED1;MEF2C;RBM14;NCBP1;ANXA2;MRTFA;ARNT;VEZF1;FOS;SREBF2;HCFC1;MED23;SFPQ;PRPF6;TBL1XR1;PHIP;ATF4;KMT2D;NFAT5;TMF1;NOTCH1;USP16;ATF6B;MAX;WBP2;KMT2C;DDX21;RNF4;SUPT6H;ATAD2B;BCLAF1;MEF2D;RREB1;BRD4;SMAD2;JUN;JUND;JUP;CNBP;HMGA1;NFATC3;CDC5L;SUPT5H;SMARCA4;HIPK2;SETX;NFKBIA;MLLT10;PER1;KLF7;MAVS;TNIP1;KANSL3;REL;TCEA1;TAF7;CTNNB1;TCF3;CDK12;TAF2
GO_Biological_Process_2023,Modification-Dependent Protein Catabolic Process (GO:0019941),29/192,4.8820017753681974e-08,1.3527213252582711e-05,0,0,3.5791463366776983,60.25537743271873,PSMD11;CUL3;USP33;UBR4;NEDD8;CBL;CCAR1;HERC4;RNF213;RBBP6;NAE1;ARIH1;ELOC;FBXO7;SMURF2;RC3H1;UBE4A;UBE4B;UBE2G1;RC3H2;DDB1;RNF168;ITCH;RNF149;PSMC2;TTC3;MDM2;RLIM;UBA1
GO_Biological_Process_2023,Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508),57/557,7.801819540814638e-08,1.995465382554513e-05,0,0,2.321716483516484,37.9979636551192,KDM5A;RNF10;CALCOCO1;TRRAP;CHD8;RSF1;MED12;YY1;MED13;ZMIZ1;SPIN1;EPC1;EP300;CDK5RAP2;MED1;MEF2C;PRMT2;DYRK1A;RHOG;EDF1;FOS;ARID1A;ARID1B;HCFC1;DNM2;TBL1XR1;KAT6A;WAC;PHIP;ATF4;ENY2;NOTCH1;USP16;MAX;WBP2;PSEN1;RNF4;EP400;RREB1;BRD4;SMAD2;JUN;CNBP;HMGA1;HNRNPAB;HIPK2;SMARCA4;PSMC5;REST;KANSL1;KANSL3;CTNNB1;TAF7;MMS19;QRICH1;TCF3;TAF2
GO_Biological_Process_2023,Golgi Vesicle Transport (GO:0048193),29/197,8.664187764095382e-08,2.057744593972653e-05,0,0,3.4717039800995027,56.455053735356536,NAPA;RAB1A;COPB1;CUL3;RAB1B;SNAP23;HTT;GOLGA4;SCFD1;VTI1A;MYO18A;RAB6A;ATP9B;RAB2A;COG5;TRAPPC10;SEC16A;SURF4;GBF1;TRAPPC9;SORL1;NRBP1;SCAMP2;DNM2;VAPA;SEC24C;ARF5;ERGIC1;COPE
GO_Biological_Process_2023,Regulation Of Apoptotic Process (GO:0042981),67/705,9.812789126454609e-08,2.1751682563641047e-05,0,0,2.146403692093348,34.63650392193004,ITGB1;USP36;ANKLE2;RBM25;DDX3X;TRRAP;CCAR1;PYCARD;LGALS1;OPA1;AKT2;ARL6IP5;MYO18A;EPC1;CCNL2;JAK3;CTSD;RBM5;MED1;USP47;MEF2C;PRMT2;ACTN4;DNM2;DNAJC3;TMBIM4;DDAH2;YME1L1;PHIP;BIRC6;TMBIM6;ARHGEF7;CD44;ATF4;NOTCH2;HTT;PSEN1;CBL;PRDX3;PTPA;PRDX5;BCLAF1;EP400;BNIP2;PTK2B;NCKAP1L;RICTOR;NAE1;ATG7;MCL1;HSPA9;JUN;SEMA4D;BRAF;CFLAR;MTOR;HIGD2A;SETX;ITCH;REST;SON;MDM2;CTNNB1;QRICH1;NF2;ANP32B;TARDBP
GO_Biological_Process_2023,Intracellular Protein Transport (GO:0006886),39/325,1.6663518670559514e-07,3.252911113634309e-05,0,0,2.754751175548589,42.99466582041578,NAPA;RAB1A;POM121;ARF1;NUP107;RAB5C;NUP188;CSE1L;RAB1B;VPS26A;GGA1;SCFD1;HERC2;AKT2;KPNA6;TLK1;VPS35;RAB6A;KPNA1;NUP214;HSPA9;SYK;ATP6AP1;SEC16A;SURF4;AP3B1;STAM;SEPTIN9;ARFGAP3;SORL1;OXA1L;RAB14;SNX17;HGS;CDC37;RAB3GAP2;PHIP;ARF5;RAB7A
GO_Biological_Process_2023,Protein Modification By Small Protein Conjugation (GO:0032446),42/364,1.683692741424365e-07,3.252911113634309e-05,0,0,2.638448883666275,41.15216746654209,ZNF451;ANAPC16;CUL5;MGRN1;CUL3;RNF38;NEDD8;UBR1;ARRB2;CBL;CCAR1;HERC4;HERC2;RNF213;SENP5;ZMIZ1;RNF138;SUMO3;RBBP6;ARIH1;ELOC;NAE1;FBXO7;ATG7;MARCHF6;SMURF2;BCL11A;USP9X;WWP2;KLHL24;PJA2;PIAS1;DDB1;RNF168;CUL4A;ITCH;NFX1;RLIM;MDM2;UBA1;BIRC6;RNF220
GO_Biological_Process_2023,Transcription By RNA Polymerase II (GO:0006366),28/192,1.7609744374561678e-07,3.252911113634309e-05,0,0,3.430816384841165,53.35683980099877,NFAT5;CCNK;CCNT2;SRCAP;CCNH;DDX21;RTF1;ARRB2;PMF1;SUPT6H;POLR2A;ELOC;RREB1;MED1;PBRM1;KLF13;ANXA2;NCBP1;ADRM1;SUPT5H;SETX;MED23;NFX1;TAF7;TCEA1;CDK12;TAF2;ATF4
GO_Biological_Process_2023,Chromatin Remodeling (GO:0006338),31/228,1.97600955943873e-07,3.4580167290177775e-05,0,0,3.1667100524968546,48.88455442502448,KDM5A;NFAT5;KDM5C;KDM1A;SATB1;CHD8;PSIP1;DDX21;BAZ2A;RSF1;MACROH2A1;SUPT6H;CHD1;YY1;MIER1;JARID2;ARID2;KDM6A;PBRM1;KDM4C;USP3;BAZ1A;ARID1A;ARID1B;HCFC1;SMARCA4;RNF168;PER1;SFPQ;REST;WAC
GO_Biological_Process_2023,DNA Damage Response (GO:0006974),43/384,2.780587392658595e-07,4.591686025500702e-05,0,0,2.5509261022457506,38.50733522061326,PPP1R15A;ATF2;NFAT5;CCNK;WDR48;USP16;KDM1A;TRRAP;USP10;BOD1L1;PDS5B;PSEN1;MACROH2A1;YY1;BCLAF1;HERC2;EP400;SUSD6;RBBP6;NAE1;MCL1;LYN;VAV3;USP47;CBX5;USP3;PPP4R3A;SMC1A;MTOR;SETX;DDB1;RNF168;CUL4A;FAM111A;KIN;TAOK3;TAOK1;ERCC1;PSME4;WAC;GRB2;MMS19;UBA1
GO_Biological_Process_2023,Cytoplasmic Microtubule Organization (GO:0031122),13/48,2.900012226632022e-07,4.591686025500702e-05,0,0,7.396645702306079,111.34452364426066,DYNC1H1;TUBGCP2;TBCB;RAB11A;RHOA;CCDC88A;CLIP2;CLIP1;DLG1;TUBGCP6;TUBGCP4;EZR;CLASP1
GO_Biological_Process_2023,Vesicle-Mediated Transport To The Plasma Membrane (GO:0098876),17/83,3.74648741501488e-07,5.6623048431474885e-05,0,0,5.142567783094099,76.09599966542635,SEC16A;CMTM6;VPS26A;BLTP1;RAB10;GGA1;RABEP1;RAB14;HGS;SNX17;VPS53;EXOC4;VTI1A;VPS35;EXOC6;EPS15;VPS39
GO_Biological_Process_2023,Negative Regulation Of DNA-templated Transcription (GO:0045892),86/1025,3.9348782399670034e-07,5.688465281691429e-05,0,0,1.881011871735454,27.74156884193396,ATF2;TCERG1;KDM5C;KDM1A;TCF25;CHD8;MIDEAS;EHMT1;ARID4A;RSF1;ARID4B;IKZF1;RBPJ;NR3C1;MECP2;YY1;UXT;ZMYM2;YWHAQ;EPC1;EP300;MED1;USP47;MEF2C;KDM2A;PRMT2;CBFA2T3;SREBF2;ETV6;HCFC1;NCOR2;SFPQ;ZEB1;NFX1;TBL1XR1;KAT6A;LCOR;EZR;VGLL4;ATF4;KHDRBS1;NOTCH1;MAX;SATB1;CTBP1;BAZ2A;RTF1;PSEN1;MACROH2A1;PPM1F;PRDX5;BCLAF1;BTAF1;CUX1;MIER1;FNIP1;RREB1;SMAD2;JUN;JUND;CBX5;SEMA4D;SMURF2;USP9X;BCL11A;CNBP;HMGA1;NFATC3;WWP2;FOXN3;SUPT5H;SMARCA4;HNRNPL;PER1;KLF7;REST;DLG1;CNOT2;MDM2;RLIM;TAF7;FOSB;CTNNB1;TCF3;RCOR3;LIMS1
GO_Biological_Process_2023,"RNA Splicing, Via Transesterification Reactions With Bulged Adenosine As Nucleophile (GO:0000377)",26/180,5.804447608737095e-07,8.04157845793785e-05,0,0,3.3872089653173605,48.63852957968004,DHX8;RBM4B;U2AF1;CASC3;PRPF8;EFTUD2;RBM4;SNRNP70;RALY;RBM5;RBM14;HNRNPA3;SF3A1;NCBP1;RBM19;CDC5L;CDC40;SRRM1;SMU1;PRPF6;DDX39B;SYF2;SNRPG;SNRPA1;SNRPF;SNRNP200
GO_Biological_Process_2023,Aerobic Electron Transport Chain (GO:0019646),15/68,6.614944451163227e-07,8.797876120047092e-05,0,0,5.642540034881877,80.28637193221597,COX8A;COX7B;NDUFA6;NDUFA5;NDUFB4;NDUFB2;UQCR10;SDHA;COX5B;COX6C;NDUFS8;NDUFS6;NDUFS5;UQCRC1;NDUFV1
GO_Biological_Process_2023,Vesicle-Mediated Transport (GO:0016192),44/411,7.081007658449367e-07,9.055519409363132e-05,0,0,2.424578069970863,34.333672798810866,ITSN2;NAPA;RAB1A;ARF1;RAB5C;GDI1;MGRN1;SNAP23;ARHGAP1;DENND3;GOLGA4;ACTR1A;AP1G1;DPYSL2;CPNE1;PIP4K2A;ATP6V1H;ATP9B;EPS15;VPS39;RAB2A;SPAG9;ARFGEF1;RALBP1;ANXA2;AP1B1;CSNK1D;AP3B1;SEPTIN9;ARFGAP3;RAB11A;BLTP1;DNM2;RAB10;RABEP1;RAB14;HEATR5B;SNX17;HGS;EXOC4;EXOC6;PIK3C3;ARF5;RAB7A
GO_Biological_Process_2023,Chromatin Organization (GO:0006325),33/268,8.204575136163006e-07,0.00010103782343608146,0,0,2.826251765456285,39.60540697217813,KDM5A;USP36;KDM5C;SATB1;CHD8;EHMT1;PSIP1;DDX21;BAZ2A;RSF1;NUCKS1;MACROH2A1;CHD1;YY1;MIER1;KAT7;JARID2;ARID2;HMGN3;KDM6A;PBRM1;CBX5;KDM4C;BAZ1A;ARID1A;ARID1B;HCFC1;SMARCA4;PER1;SFPQ;REST;WAC;ANP32B
GO_Biological_Process_2023,RNA Splicing (GO:0008380),18/98,9.410310970401112e-07,0.0001117474427735132,0,0,4.493598524762908,62.35447470539126,TCERG1;DHX8;NCBP1;SCAF11;U2AF1;PRPF8;SRRM1;SMU1;PPP2CA;SFPQ;PRPF6;DDX39B;SNRPG;SNRPA1;PPIG;SNRPF;CDK12;TARDBP
GO_Biological_Process_2023,Mitochondrial ATP Synthesis Coupled Electron Transport (GO:0042775),15/70,9.826349911589232e-07,0.0001126641843311524,0,0,5.436783804430863,75.20718317869694,COX8A;COX7B;NDUFA6;NDUFA5;NDUFB4;NDUFB2;UQCR10;SDHA;COX5B;COX6C;NDUFS8;NDUFS6;NDUFS5;UQCRC1;NDUFV1
GO_Biological_Process_2023,Spliceosomal Complex Assembly (GO:0000245),14/62,1.150997290679498e-06,0.00012756886638364435,0,0,5.8103795033228405,79.4562528171425,SF3A1;NCBP1;CELF1;SCAF11;CELF2;SETX;PRPF6;DDX39B;SNRPG;SNRPA1;SNRPF;SNRNP200;RBM5;LUC7L2
GO_Biological_Process_2023,"mRNA Splicing, Via Spliceosome (GO:0000398)",28/211,1.2492785744471142e-06,0.00013211570932957642,0,0,3.071515447779,41.75093844033549,DHX8;RBM4B;U2AF1;CASC3;PRPF8;EFTUD2;RBM4;SNRNP70;RALY;RBM5;SF3A1;RBM14;HNRNPA3;NCBP1;SCAF11;RBM19;CDC5L;CDC40;SRRM1;SMU1;SFPQ;PRPF6;DDX39B;SYF2;SNRPG;SNRPA1;SNRPF;SNRNP200
GO_Biological_Process_2023,Regulation Of Transcription By RNA Polymerase II (GO:0006357),144/2028,1.271489533397427e-06,0.00013211570932957642,0,0,1.5926507805063037,21.620746356821936,ATF2;TCERG1;CCNK;CRTC2;CCNT2;KDM1A;TRRAP;ZNF292;EHMT1;JMJD1C;ARID4A;CCNC;ARID4B;NUCKS1;IKZF1;RBPJ;NR3C1;YY1;UXT;TIAL1;ZMIZ1;NFATC2IP;EPC1;EP300;CCNL2;ARID2;MED1;MEF2C;KDM2A;MRTFA;PIAS1;HCFC1;PRPF6;PRKAR1A;TBL1XR1;PHIP;ADNP;TOX;EZR;ATF4;KMT2D;ENY2;NOTCH1;SRCAP;MAX;CTBP1;KMT2C;TCF7;RTF1;PSEN1;MACROH2A1;MIER1;RREB1;SMAD2;JUN;JUND;CBX5;JUP;SMURF2;BCL11A;HMGA1;NFATC3;SUPT5H;SMARCA4;SETX;NFKBIA;MLLT10;DLG1;MAVS;CNOT2;MDM2;REL;TCF3;CDK12;RCOR3;BRWD1;RNF10;CALCOCO1;DDX3X;TCF25;CHD8;MIDEAS;YBX1;CHD1;MECP2;MED12;MED13;ZNF644;ELOC;ACTR3;PBRM1;RBM14;KLF13;ANXA2;ARNT;VEZF1;BAZ1A;FOS;ARID1A;ARID1B;SREBF2;ETV6;MED23;TOX4;NCOR2;SFPQ;ZEB1;SLTM;NFX1;LCOR;NFAT5;TMF1;USP16;ATF6B;SATB1;WBP2;ZNF518A;DDX21;RNF4;ATAD2B;BCLAF1;CUX1;FNIP1;MEF2D;BRD4;KDM4C;SEMA4D;USP9X;CNBP;CDC5L;WWP2;TARBP1;HIPK2;PER1;KLF7;PSMC5;REST;TNIP1;KANSL3;TCEA1;TAF7;FOSB;CTNNB1;TAF2
GO_Biological_Process_2023,RNA Metabolic Process (GO:0016070),19/111,1.4491765017245111e-06,0.00014601551115860605,0,0,4.126295633828655,55.47604392599354,FTO;DDX3X;DHX8;NCBP1;DDX24;CELF2;NUDT3;ATXN2L;HNRNPL;SETX;RBM3;RBM4;ATXN2;DDX39B;HNRNPUL1;AGO3;PCBP2;TENT2;RBM5
GO_Biological_Process_2023,"Positive Regulation Of DNA-templated Transcription, Elongation (GO:0032786)",13/56,1.982925301100236e-06,0.00019391843018112603,0,0,6.0179903466432645,79.02185438786304,TCERG1;MED1;CCNK;CCNT2;NCBP1;SUPT5H;MED15;SUPT6H;MED23;DDX39B;KAT7;CDK12;BRD4
GO_Biological_Process_2023,Non-Membrane-Bounded Organelle Assembly (GO:0140694),21/135,2.0747218326885283e-06,0.0001970985741054102,0,0,3.684015800600868,48.20786466441821,DDX6;DAZAP2;DYNC1H1;RBM14;DDX3X;DBNL;TUBGCP2;TMOD3;RC3H1;CSNK1D;ATXN2L;ATXN2;RNF213;BIN2;G3BP1;G3BP2;TUBGCP6;TUBGCP4;MAPRE1;LSM14A;CDS2
GO_Biological_Process_2023,Cellular Respiration (GO:0045333),16/85,2.678738625700399e-06,0.00024741127584593963,0,0,4.624026577668054,59.32702181165792,COX8A;COX7B;NDUFA6;NDUFA5;NDUFB4;NDUFB2;UQCR10;SDHA;COX5B;COX6C;OXA1L;NDUFS8;NDUFS6;NDUFS5;UQCRC1;NDUFV1
GO_Biological_Process_2023,Cytosolic Transport (GO:0016482),20/127,2.97066472019767e-06,0.0002669583836393852,0,0,3.735554480948199,47.54137392420486,SPAG9;MON2;VPS13C;GBF1;VPS26A;GAK;GGA1;RAB14;AP1G1;HEATR5B;TBC1D5;VPS53;VTI1A;PIP4K2A;DENND5A;VPS35;PIK3C3;RAB6A;EPS15;RAB7A
GO_Biological_Process_2023,Regulation Of Nucleic Acid-Templated Transcription (GO:1903506),45/452,3.814169243816755e-06,0.00033373980883396606,0,0,2.23360710345526,27.86824158456276,ATF2;KMT2D;NOTCH1;SRCAP;TRRAP;TCF7;JMJD1C;BAZ2A;RSF1;YBX1;NR3C1;PPP2CA;SBNO1;POLR2A;ZMIZ1;ZNF506;MIER1;SPIN1;ASCC2;KAT7;RALY;RREB1;MEF2C;ZNF460;CNBP;HMGA1;EDF1;ASH1L;BAZ1A;FOXN3;ACTN4;CDK11B;YY1AP1;HCFC1;MLF2;DNM2;MED23;SFPQ;REST;GON4L;KAT6A;TERF2IP;PRKCQ;TCF3;ATF4
GO_Biological_Process_2023,Negative Regulation Of Nucleic Acid-Templated Transcription (GO:1903507),45/456,4.806175848561672e-06,0.00040472587403998046,0,0,2.211393828079231,27.079863792022607,KHDRBS1;KDM5C;NOTCH1;KDM1A;CTBP1;CHD8;MIDEAS;EHMT1;ARID4A;RSF1;IKZF1;RBPJ;NR3C1;PPM1F;MECP2;BCLAF1;BTAF1;ZMYM2;YWHAQ;EPC1;SMAD2;USP47;JUN;CBX5;PRMT2;SMURF2;HMGA1;WWP2;FOXN3;CBFA2T3;SMARCA4;HNRNPL;NCOR2;PER1;SFPQ;REST;ZEB1;KAT6A;RLIM;MDM2;CTNNB1;TAF7;RCOR3;VGLL4;LIMS1
GO_Biological_Process_2023,Protein Polyubiquitination (GO:0000209),28/226,4.86888269521781e-06,0.00040472587403998046,0,0,2.8365658717096416,34.698706372013724,CUL3;UBE3A;NT5C2;RNF4;UBE2J1;RNF213;HECTD1;RNF216;TNKS2;SPOP;ARIH1;FBXO7;MARCHF6;WSB1;HUWE1;RC3H1;UBE4A;UBE2G1;WWP2;UBE4B;RC3H2;RNF168;ITCH;TTC3;TRAF5;MDM2;CTNNB1;RBCK1
GO_Biological_Process_2023,Regulation Of Macromolecule Biosynthetic Process (GO:0010556),12/53,6.479263731162516e-06,0.0005254524855150089,0,0,5.820559315540799,69.5376614819864,RBM3;MED1;ATXN2;TCOF1;RB1CC1;NOLC1;RBM4B;KAT7;ATG13;EIF4E;GCN1;METAP1
GO_Biological_Process_2023,Endocytic Recycling (GO:0032456),13/64,9.628161028012796e-06,0.0007514862535717465,0,0,5.071854318247215,58.58406774115908,ATP6AP1;CMTM6;VPS26A;BLTP1;RAB14;HGS;SNX17;VPS53;VTI1A;VPS35;EPS15;VPS39;RAB7A
GO_Biological_Process_2023,Macroautophagy (GO:0016236),17/104,9.718468843183488e-06,0.0007514862535717465,0,0,3.896938898971567,44.976452021571646,MTMR3;CALCOCO2;MTMR14;STAM;MAP1LC3B;HGS;TBC1D5;SNX14;VTI1A;PLEKHM1;UBQLN1;PIP4K2A;ATG4B;PIK3C3;ATG7;SPG11;VPS39
GO_Biological_Process_2023,Stress Granule Assembly (GO:0034063),8/24,1.0669687776360945e-05,0.0007904949732593561,0,0,9.915015641293014,113.50812779298462,ATXN2L;DAZAP2;DDX6;DYNC1H1;DDX3X;G3BP1;G3BP2;LSM14A
